Date,open,high,low,close
4-Jan-16,2038.2,2038.2,1989.68,2012.66
5-Jan-16,2013.78,2021.94,2004.17,2016.71
6-Jan-16,2011.71,2011.71,1979.05,1990.26
7-Jan-16,1985.32,1985.32,1938.83,1943.09
8-Jan-16,1945.97,1960.4,1918.46,1922.03
11-Jan-16,1926.12,1935.65,1901.1,1923.67
12-Jan-16,1927.83,1947.38,1914.35,1938.68
13-Jan-16,1940.34,1950.33,1886.41,1890.28
14-Jan-16,1891.68,1934.47,1878.93,1921.84
15-Jan-16,1916.68,1916.68,1857.83,1880.33
19-Jan-16,1888.66,1901.44,1864.6,1881.33
20-Jan-16,1876.18,1876.18,1812.29,1859.33
21-Jan-16,1861.46,1889.85,1848.98,1868.99
22-Jan-16,1877.4,1908.85,1877.4,1906.9
25-Jan-16,1906.28,1906.28,1875.97,1877.08
26-Jan-16,1878.79,1906.73,1878.79,1903.63
27-Jan-16,1902.52,1916.99,1872.7,1882.95
28-Jan-16,1885.22,1902.96,1873.65,1893.36
29-Jan-16,1894.0,1940.24,1894.0,1940.24
1-Feb-16,1936.94,1947.2,1920.3,1939.38
2-Feb-16,1935.26,1935.26,1897.29,1903.03
3-Feb-16,1907.07,1918.01,1872.23,1912.53
4-Feb-16,1911.67,1927.35,1900.52,1915.45
5-Feb-16,1913.07,1913.07,1872.65,1880.05
8-Feb-16,1873.25,1873.25,1828.46,1853.44
9-Feb-16,1848.46,1868.25,1834.94,1852.21
10-Feb-16,1857.1,1881.6,1850.32,1851.86
11-Feb-16,1847.0,1847.0,1810.1,1829.08
12-Feb-16,1833.4,1864.78,1833.4,1864.78
16-Feb-16,1871.44,1895.77,1871.44,1895.58
17-Feb-16,1898.8,1930.68,1898.8,1926.82
18-Feb-16,1927.57,1930.0,1915.09,1917.83
19-Feb-16,1916.74,1918.78,1902.17,1917.78
22-Feb-16,1924.44,1946.7,1924.44,1945.5
23-Feb-16,1942.38,1942.38,1919.44,1921.27
24-Feb-16,1917.56,1932.08,1891.0,1929.8
25-Feb-16,1931.87,1951.83,1925.41,1951.7
26-Feb-16,1954.95,1962.96,1945.78,1948.05
29-Feb-16,1947.13,1958.27,1931.81,1932.23
1-Mar-16,1937.09,1978.35,1937.09,1978.35
2-Mar-16,1976.6,1986.51,1968.8,1986.45
3-Mar-16,1985.6,1993.69,1977.37,1993.4
4-Mar-16,1994.01,2009.13,1986.77,1999.99
7-Mar-16,1996.11,2006.12,1989.38,2001.76
8-Mar-16,1996.88,1996.88,1977.43,1979.26
9-Mar-16,1981.44,1992.69,1979.84,1989.26
10-Mar-16,1990.97,2005.08,1969.25,1989.57
11-Mar-16,1994.71,2022.37,1994.71,2022.19
14-Mar-16,2019.27,2024.57,2012.05,2019.64
15-Mar-16,2015.27,2015.94,2005.23,2015.93
16-Mar-16,2014.24,2032.02,2010.04,2027.22
17-Mar-16,2026.9,2046.24,2022.16,2040.59
18-Mar-16,2041.16,2052.36,2041.16,2049.58
21-Mar-16,2047.88,2053.91,2043.14,2051.6
22-Mar-16,2048.64,2056.6,2040.57,2049.8
23-Mar-16,2048.55,2048.55,2034.86,2036.71
24-Mar-16,2032.48,2036.04,2022.49,2035.94
28-Mar-16,2037.89,2042.67,2031.96,2037.05
29-Mar-16,2035.75,2055.91,2028.31,2055.01
30-Mar-16,2058.27,2072.21,2058.27,2063.95
31-Mar-16,2063.77,2067.92,2057.46,2059.74
1-Apr-16,2056.62,2075.07,2043.98,2072.78
4-Apr-16,2073.19,2074.02,2062.57,2066.13
5-Apr-16,2062.5,2062.5,2042.56,2045.17
6-Apr-16,2045.56,2067.33,2043.09,2066.66
7-Apr-16,2063.01,2063.01,2033.8,2041.91
8-Apr-16,2045.54,2060.63,2041.69,2047.6
11-Apr-16,2050.23,2062.93,2041.88,2041.99
12-Apr-16,2043.72,2065.05,2039.74,2061.72
13-Apr-16,2065.92,2083.18,2065.92,2082.42
14-Apr-16,2082.89,2087.84,2078.13,2082.78
15-Apr-16,2083.1,2083.22,2076.31,2080.73
18-Apr-16,2078.83,2094.66,2073.65,2094.34
19-Apr-16,2096.05,2104.05,2091.68,2100.8
20-Apr-16,2101.52,2111.05,2096.32,2102.4
21-Apr-16,2102.09,2103.78,2088.52,2091.48
22-Apr-16,2091.49,2094.32,2081.2,2091.58
25-Apr-16,2089.37,2089.37,2077.52,2087.79
26-Apr-16,2089.84,2096.87,2085.8,2091.7
27-Apr-16,2092.33,2099.89,2082.31,2095.15
28-Apr-16,2090.93,2099.3,2071.62,2075.81
29-Apr-16,2071.82,2073.85,2052.28,2065.3
2-May-16,2067.17,2083.42,2066.11,2081.43
3-May-16,2077.18,2077.18,2054.89,2063.37
4-May-16,2060.3,2060.3,2045.55,2051.12
5-May-16,2052.95,2060.23,2045.77,2050.63
6-May-16,2047.77,2057.72,2039.45,2057.14
9-May-16,2057.55,2064.15,2054.31,2058.69
10-May-16,2062.63,2084.87,2062.63,2084.39
11-May-16,2083.29,2083.29,2064.46,2064.46
12-May-16,2067.17,2073.99,2053.13,2064.11
13-May-16,2062.5,2066.79,2043.13,2046.61
16-May-16,2046.53,2071.88,2046.53,2066.66
17-May-16,2065.04,2065.69,2040.82,2047.21
18-May-16,2044.38,2060.61,2034.49,2047.63
19-May-16,2044.21,2044.21,2025.91,2040.04
20-May-16,2041.88,2058.35,2041.88,2052.32
23-May-16,2052.23,2055.58,2047.26,2048.04
24-May-16,2052.65,2079.67,2052.65,2076.06
25-May-16,2078.93,2094.73,2078.93,2090.54
26-May-16,2091.44,2094.3,2087.08,2090.1
27-May-16,2090.06,2099.06,2090.06,2099.06
31-May-16,2100.13,2103.48,2088.66,2096.95
1-Jun-16,2093.94,2100.97,2085.1,2099.33
2-Jun-16,2097.71,2105.26,2088.59,2105.26
3-Jun-16,2104.07,2104.07,2085.36,2099.13
6-Jun-16,2100.83,2113.36,2100.83,2109.41
7-Jun-16,2110.18,2119.22,2110.18,2112.13
8-Jun-16,2112.71,2120.55,2112.71,2119.12
9-Jun-16,2115.65,2117.64,2107.73,2115.48
10-Jun-16,2109.57,2109.57,2089.96,2096.07
13-Jun-16,2091.75,2098.12,2078.46,2079.06
14-Jun-16,2076.65,2081.3,2064.1,2075.32
15-Jun-16,2077.6,2085.65,2069.8,2071.5
16-Jun-16,2066.36,2079.62,2050.37,2077.99
17-Jun-16,2078.2,2078.2,2062.84,2071.22
20-Jun-16,2075.58,2100.66,2075.58,2083.25
21-Jun-16,2085.19,2093.66,2083.02,2088.9
22-Jun-16,2089.75,2099.71,2084.36,2085.45
23-Jun-16,2092.8,2113.32,2092.8,2113.32
24-Jun-16,2103.81,2103.81,2032.57,2037.41
27-Jun-16,2031.45,2031.45,1991.68,2000.54
28-Jun-16,2006.67,2036.09,2006.67,2036.09
29-Jun-16,2042.69,2073.13,2042.69,2070.77
30-Jun-16,2073.17,2098.94,2070.0,2098.86
1-Jul-16,2099.34,2108.71,2097.9,2102.95
5-Jul-16,2095.05,2095.05,2080.86,2088.55
6-Jul-16,2084.43,2100.72,2074.02,2099.73
7-Jul-16,2100.42,2109.08,2089.39,2097.9
8-Jul-16,2106.97,2131.71,2106.97,2129.9
11-Jul-16,2131.72,2143.16,2131.72,2137.16
12-Jul-16,2139.5,2155.4,2139.5,2152.14
13-Jul-16,2153.81,2156.45,2146.21,2152.43
14-Jul-16,2157.88,2168.99,2157.88,2163.75
15-Jul-16,2165.13,2169.05,2155.79,2161.74
18-Jul-16,2162.04,2168.35,2159.63,2166.89
19-Jul-16,2163.79,2164.63,2159.01,2163.78
20-Jul-16,2166.1,2175.63,2164.89,2173.02
21-Jul-16,2172.91,2174.56,2159.75,2165.17
22-Jul-16,2166.47,2175.11,2163.24,2175.03
25-Jul-16,2173.71,2173.71,2161.95,2168.48
26-Jul-16,2168.97,2173.54,2160.18,2169.18
27-Jul-16,2169.81,2174.98,2159.07,2166.58
28-Jul-16,2166.05,2172.85,2159.74,2170.06
29-Jul-16,2168.83,2177.09,2163.49,2173.6
1-Aug-16,2173.15,2178.29,2166.21,2170.84
2-Aug-16,2169.94,2170.2,2147.58,2157.03
3-Aug-16,2156.81,2163.79,2152.56,2163.79
4-Aug-16,2163.51,2168.19,2159.07,2164.25
5-Aug-16,2168.79,2182.87,2168.79,2182.87
8-Aug-16,2183.76,2185.44,2177.85,2180.89
9-Aug-16,2182.24,2187.66,2178.61,2181.74
10-Aug-16,2182.81,2183.41,2172.0,2175.49
11-Aug-16,2177.97,2188.45,2177.97,2185.79
12-Aug-16,2183.74,2186.28,2179.42,2184.05
15-Aug-16,2186.08,2193.81,2186.08,2190.15
16-Aug-16,2186.24,2186.24,2178.14,2178.15
17-Aug-16,2177.84,2183.08,2168.5,2182.22
18-Aug-16,2181.9,2187.03,2180.46,2187.02
19-Aug-16,2184.24,2185.0,2175.13,2183.87
22-Aug-16,2181.58,2185.15,2175.96,2182.64
23-Aug-16,2187.81,2193.42,2186.8,2186.9
24-Aug-16,2185.09,2186.66,2171.25,2175.44
25-Aug-16,2173.29,2179.0,2169.74,2172.47
26-Aug-16,2175.1,2187.94,2160.39,2169.04
29-Aug-16,2170.19,2183.48,2170.19,2180.38
30-Aug-16,2179.45,2182.27,2170.41,2176.12
31-Aug-16,2173.56,2173.79,2161.35,2170.95
1-Sep-16,2171.33,2173.56,2157.09,2170.86
2-Sep-16,2177.49,2184.87,2173.59,2179.98
6-Sep-16,2181.61,2186.57,2175.1,2186.48
7-Sep-16,2185.17,2187.87,2179.07,2186.16
8-Sep-16,2182.76,2184.94,2177.49,2181.3
9-Sep-16,2169.08,2169.08,2127.81,2127.81
12-Sep-16,2120.86,2163.3,2119.12,2159.04
13-Sep-16,2150.47,2150.47,2120.27,2127.02
14-Sep-16,2127.86,2141.33,2119.9,2125.77
15-Sep-16,2125.36,2151.31,2122.36,2147.26
16-Sep-16,2146.48,2146.48,2131.2,2139.16
19-Sep-16,2143.99,2153.61,2135.91,2139.12
20-Sep-16,2145.94,2150.8,2139.17,2139.76
21-Sep-16,2144.58,2165.11,2139.57,2163.12
22-Sep-16,2170.94,2179.99,2170.94,2177.18
23-Sep-16,2173.29,2173.75,2163.97,2164.69
26-Sep-16,2158.54,2158.54,2145.04,2146.1
27-Sep-16,2146.04,2161.13,2141.55,2159.93
28-Sep-16,2161.85,2172.4,2151.79,2171.37
29-Sep-16,2168.9,2172.67,2145.2,2151.13
30-Sep-16,2156.51,2175.3,2156.51,2168.27
3-Oct-16,2164.33,2164.41,2154.77,2161.2
4-Oct-16,2163.37,2165.46,2144.01,2150.49
5-Oct-16,2155.15,2163.95,2155.15,2159.73
6-Oct-16,2158.22,2162.93,2150.28,2160.77
7-Oct-16,2164.19,2165.86,2144.85,2153.74
10-Oct-16,2160.39,2169.6,2160.39,2163.66
11-Oct-16,2161.35,2161.56,2128.84,2136.73
12-Oct-16,2137.67,2145.36,2132.77,2139.18
13-Oct-16,2130.26,2138.19,2114.72,2132.55
14-Oct-16,2139.68,2149.19,2132.98,2132.98
17-Oct-16,2132.95,2135.61,2124.43,2126.5
18-Oct-16,2138.31,2144.38,2135.49,2139.6
19-Oct-16,2140.81,2148.44,2138.15,2144.29
20-Oct-16,2142.51,2147.18,2133.44,2141.34
21-Oct-16,2139.43,2142.63,2130.09,2141.16
24-Oct-16,2148.5,2154.79,2146.91,2151.33
25-Oct-16,2149.72,2151.44,2141.93,2143.16
26-Oct-16,2136.97,2145.73,2131.59,2139.43
27-Oct-16,2144.06,2147.13,2132.52,2133.04
28-Oct-16,2132.23,2140.72,2119.36,2126.41
31-Oct-16,2129.78,2133.25,2125.53,2126.15
1-Nov-16,2128.68,2131.45,2097.85,2111.72
2-Nov-16,2109.43,2111.76,2094.0,2097.94
3-Nov-16,2098.8,2102.56,2085.23,2088.66
4-Nov-16,2083.79,2099.07,2083.79,2085.18
7-Nov-16,2100.59,2132.0,2100.59,2131.52
8-Nov-16,2129.92,2146.87,2123.56,2139.56
9-Nov-16,2131.56,2170.1,2125.35,2163.26
10-Nov-16,2167.49,2182.3,2151.17,2167.48
11-Nov-16,2162.71,2165.92,2152.49,2164.45
14-Nov-16,2165.64,2171.36,2156.08,2164.2
15-Nov-16,2168.29,2180.84,2166.38,2180.39
16-Nov-16,2177.53,2179.22,2172.2,2176.94
17-Nov-16,2178.61,2188.06,2176.65,2187.12
18-Nov-16,2186.85,2189.89,2180.38,2181.9
21-Nov-16,2186.43,2198.7,2186.43,2198.18
22-Nov-16,2201.56,2204.8,2194.51,2202.94
23-Nov-16,2198.55,2204.72,2194.51,2204.72
25-Nov-16,2206.27,2213.35,2206.27,2213.35
28-Nov-16,2210.21,2211.14,2200.36,2201.72
29-Nov-16,2200.76,2210.46,2198.15,2204.66
30-Nov-16,2204.97,2214.1,2198.81,2198.81
1-Dec-16,2200.17,2202.6,2187.44,2191.08
2-Dec-16,2191.12,2197.95,2188.37,2191.95
5-Dec-16,2200.65,2209.42,2199.97,2204.71
6-Dec-16,2207.26,2212.78,2202.21,2212.23
7-Dec-16,2210.72,2241.63,2208.93,2241.35
8-Dec-16,2241.13,2251.69,2237.57,2246.19
9-Dec-16,2249.73,2259.8,2249.23,2259.53
12-Dec-16,2258.83,2264.03,2252.37,2256.96
13-Dec-16,2263.32,2277.53,2263.32,2271.72
14-Dec-16,2268.35,2276.2,2248.44,2253.28
15-Dec-16,2253.77,2272.12,2253.77,2262.03
16-Dec-16,2266.81,2268.05,2254.24,2258.07
19-Dec-16,2259.24,2267.47,2258.21,2262.53
20-Dec-16,2266.5,2272.56,2266.14,2270.76
21-Dec-16,2270.54,2271.23,2265.15,2265.18
22-Dec-16,2262.93,2263.18,2256.08,2260.96
23-Dec-16,2260.25,2263.79,2258.84,2263.79
27-Dec-16,2266.23,2273.82,2266.15,2268.88
28-Dec-16,2270.23,2271.31,2249.11,2249.92
29-Dec-16,2249.5,2254.51,2244.56,2249.26
30-Dec-16,2251.61,2253.58,2233.62,2238.83
3-Jan-17,2251.57,2263.88,2245.13,2257.83
4-Jan-17,2261.6,2272.82,2261.6,2270.75
5-Jan-17,2268.18,2271.5,2260.45,2269.0
6-Jan-17,2271.14,2282.1,2264.06,2276.98
9-Jan-17,2273.59,2275.49,2268.9,2268.9
10-Jan-17,2269.72,2279.27,2265.27,2268.9
11-Jan-17,2268.6,2275.32,2260.83,2275.32
12-Jan-17,2271.14,2271.78,2254.25,2270.44
13-Jan-17,2272.74,2278.68,2271.51,2274.64
17-Jan-17,2269.14,2272.08,2262.81,2267.89
18-Jan-17,2269.14,2272.01,2263.35,2271.89
19-Jan-17,2271.9,2274.33,2258.41,2263.69
20-Jan-17,2269.96,2276.96,2265.01,2271.31
23-Jan-17,2267.78,2271.78,2257.02,2265.2
24-Jan-17,2267.88,2284.63,2266.68,2280.07
25-Jan-17,2288.88,2299.55,2288.88,2298.37
26-Jan-17,2298.63,2300.99,2294.08,2296.68
27-Jan-17,2299.02,2299.02,2291.62,2294.69
30-Jan-17,2286.01,2286.01,2268.04,2280.9
31-Jan-17,2274.02,2279.09,2267.21,2278.87
1-Feb-17,2285.59,2289.14,2272.44,2279.55
2-Feb-17,2276.69,2283.97,2271.65,2280.85
3-Feb-17,2288.54,2298.31,2287.88,2297.42
6-Feb-17,2294.28,2296.18,2288.57,2292.56
7-Feb-17,2295.87,2299.4,2290.16,2293.08
8-Feb-17,2289.55,2295.91,2285.38,2294.67
9-Feb-17,2296.7,2311.08,2296.61,2307.87
10-Feb-17,2312.27,2319.23,2311.1,2316.1
13-Feb-17,2321.72,2331.58,2321.42,2328.25
14-Feb-17,2326.12,2337.58,2322.17,2337.58
15-Feb-17,2335.58,2351.3,2334.81,2349.25
16-Feb-17,2349.64,2351.31,2338.87,2347.22
17-Feb-17,2343.01,2351.16,2339.58,2351.16
21-Feb-17,2354.91,2366.71,2354.91,2365.38
22-Feb-17,2361.11,2365.13,2358.34,2362.82
23-Feb-17,2367.5,2368.26,2355.09,2363.81
24-Feb-17,2355.73,2367.34,2352.87,2367.34
27-Feb-17,2365.23,2371.54,2361.87,2369.75
28-Feb-17,2366.08,2367.79,2358.96,2363.64
1-Mar-17,2380.13,2400.98,2380.13,2395.96
2-Mar-17,2394.75,2394.75,2380.17,2381.92
3-Mar-17,2380.92,2383.89,2375.39,2383.12
6-Mar-17,2375.23,2378.8,2367.98,2375.31
7-Mar-17,2370.74,2375.12,2365.51,2368.39
8-Mar-17,2369.81,2373.09,2361.01,2362.98
9-Mar-17,2363.49,2369.08,2354.54,2364.87
10-Mar-17,2372.52,2376.86,2363.04,2372.6
13-Mar-17,2371.56,2374.42,2368.52,2373.47
14-Mar-17,2368.55,2368.55,2358.18,2365.45
15-Mar-17,2370.34,2390.01,2368.94,2385.26
16-Mar-17,2387.71,2388.1,2377.18,2381.38
17-Mar-17,2383.71,2385.71,2377.64,2378.25
20-Mar-17,2378.24,2379.55,2369.66,2373.47
21-Mar-17,2379.32,2381.93,2341.9,2344.02
22-Mar-17,2343.0,2351.81,2336.45,2348.45
23-Mar-17,2345.97,2358.92,2342.13,2345.96
24-Mar-17,2350.42,2356.22,2335.74,2343.98
27-Mar-17,2329.11,2344.9,2322.25,2341.59
28-Mar-17,2339.79,2363.78,2337.63,2358.57
29-Mar-17,2356.54,2363.36,2352.94,2361.13
30-Mar-17,2361.31,2370.42,2358.58,2368.06
31-Mar-17,2364.82,2370.35,2362.6,2362.72
3-Apr-17,2362.34,2365.87,2344.73,2358.84
4-Apr-17,2354.76,2360.53,2350.72,2360.16
5-Apr-17,2366.59,2378.36,2350.52,2352.95
6-Apr-17,2353.79,2364.16,2348.9,2357.49
7-Apr-17,2356.59,2363.76,2350.74,2355.54
10-Apr-17,2357.16,2366.37,2351.5,2357.16
11-Apr-17,2353.92,2355.22,2337.25,2353.78
12-Apr-17,2352.15,2352.72,2341.18,2344.93
13-Apr-17,2341.98,2348.26,2328.95,2328.95
17-Apr-17,2332.62,2349.14,2332.51,2349.01
18-Apr-17,2342.53,2348.35,2334.54,2342.19
19-Apr-17,2346.79,2352.63,2335.05,2338.17
20-Apr-17,2342.69,2361.37,2340.91,2355.84
21-Apr-17,2354.74,2356.18,2344.51,2348.69
24-Apr-17,2370.33,2376.98,2369.19,2374.15
25-Apr-17,2381.51,2392.48,2381.15,2388.61
26-Apr-17,2388.98,2398.16,2386.78,2387.45
27-Apr-17,2389.7,2392.1,2382.68,2388.77
28-Apr-17,2393.68,2393.68,2382.36,2384.2
1-May-17,2388.5,2394.49,2384.83,2388.33
2-May-17,2391.05,2392.93,2385.82,2391.17
3-May-17,2386.5,2389.82,2379.75,2388.13
4-May-17,2389.79,2391.43,2380.35,2389.52
5-May-17,2392.37,2399.29,2389.38,2399.29
8-May-17,2399.94,2401.36,2393.92,2399.38
9-May-17,2401.58,2403.87,2392.44,2396.92
10-May-17,2396.79,2399.74,2392.79,2399.63
11-May-17,2394.84,2395.72,2381.74,2394.44
12-May-17,2392.44,2392.44,2387.19,2390.9
15-May-17,2393.98,2404.05,2393.94,2402.32
16-May-17,2404.55,2405.77,2396.05,2400.67
17-May-17,2382.95,2384.87,2356.21,2357.03
18-May-17,2354.69,2375.74,2352.72,2365.72
19-May-17,2371.37,2389.06,2370.43,2381.73
22-May-17,2387.21,2395.46,2386.92,2394.02
23-May-17,2397.04,2400.85,2393.88,2398.42
24-May-17,2401.41,2405.58,2397.99,2404.39
25-May-17,2409.54,2418.71,2408.01,2415.07
26-May-17,2414.5,2416.68,2412.2,2415.82
30-May-17,2411.67,2415.26,2409.43,2412.91
31-May-17,2415.63,2415.99,2403.59,2411.8
1-Jun-17,2415.65,2430.06,2413.54,2430.06
2-Jun-17,2431.28,2440.23,2427.71,2439.07
5-Jun-17,2437.83,2439.55,2434.32,2436.1
6-Jun-17,2431.92,2436.21,2428.12,2429.33
7-Jun-17,2432.03,2435.28,2424.75,2433.14
8-Jun-17,2434.27,2439.27,2427.94,2433.79
9-Jun-17,2436.39,2446.2,2415.7,2431.77
12-Jun-17,2425.88,2430.38,2419.97,2429.39
13-Jun-17,2434.15,2441.49,2431.28,2440.35
14-Jun-17,2443.75,2443.75,2428.34,2437.92
15-Jun-17,2424.14,2433.95,2418.53,2432.46
16-Jun-17,2431.24,2433.15,2422.88,2433.15
19-Jun-17,2442.55,2453.82,2441.79,2453.46
20-Jun-17,2450.66,2450.66,2436.6,2437.03
21-Jun-17,2439.31,2442.23,2430.74,2435.61
22-Jun-17,2437.4,2441.62,2433.27,2434.5
23-Jun-17,2434.65,2441.4,2431.11,2438.3
26-Jun-17,2443.32,2450.42,2437.03,2439.07
27-Jun-17,2436.34,2440.15,2419.38,2419.38
28-Jun-17,2428.7,2442.97,2428.02,2440.69
29-Jun-17,2442.38,2442.73,2405.7,2419.7
30-Jun-17,2429.2,2432.71,2421.65,2423.41
